id,xcoord,ycoord,area,perimeter,MeanCI,MeanGNDVI,MeanNDRE,MeanNDVI,MeanNLI,MeanRCI,MeanTCARI,Predicted_Yield
356,327650,9750465,1.08984375,3.958912115,1.993531138,0.615985947,0.126236109,0.483616223,-0.847577087,0.293797344,0.010802167,5.808053914768
357,327644,9750466,3.631103516,7.397182745,2.662517072,0.663368242,0.163210317,0.515525808,-0.781856353,0.396730026,0.004636445,7.20764050747117
358,327647,9750466,4.338623047,8.689908815,3.229054253,0.6642429,0.157509435,0.558004088,-0.761787134,0.381661169,0.002246155,6.99184472859248
359,327707,9750465,1.251220703,4.186444791,2.013155122,0.637192975,0.149842665,0.464198079,-0.844827714,0.359013562,0.007768577,6.70163409037302
360,327679,9750465,1.905029297,5.109272646,2.503783203,0.641302445,0.119281785,0.521507451,-0.822582365,0.27518876,0.00703143,5.5448115315447
362,327703,9750465,3.712890625,7.649900034,3.057347658,0.683388066,0.169662799,0.559977946,-0.777869369,0.415201545,0.003492243,7.45188663971716
363,327682,9750465,4.932861328,8.534305393,2.934001217,0.668204331,0.161615295,0.548837666,-0.778661736,0.391757813,0.004175109,7.14726405785887
364,327710,9750465,2.026367188,5.431576596,2.619671379,0.63408152,0.118824451,0.517498387,-0.821132725,0.274836167,0.005628101,5.52750004417526
365,327684,9750465,2.231201172,6.514873486,2.51813609,0.66039055,0.160100548,0.523950963,-0.825189599,0.387492429,0.006003115,7.08992626194078
366,327630,9750464,3.033447266,6.515579612,3.088458363,0.646878961,0.140689667,0.554079154,-0.775818455,0.331762709,0.003294479,6.35516518740588
367,327656,9750464,3.118164063,6.835643688,2.87226927,0.637806071,0.128274478,0.544100558,-0.796984187,0.298918346,0.005191477,5.88521240112102
368,327688,9750464,1.686767578,5.324543512,2.240836141,0.661982102,0.177277046,0.504825065,-0.825849659,0.438826372,0.007968501,7.74010912212247
369,327659,9750464,2.802001953,6.434755938,2.701499388,0.64959599,0.141249835,0.531544448,-0.807653183,0.333190608,0.005404234,6.37636925545411
370,327693,9750464,1.006347656,3.798055409,1.722796236,0.604731648,0.148125909,0.436857104,-0.849374702,0.353429606,0.010660501,6.63664963741212
371,327627,9750464,4.197509766,8.379797327,3.009708591,0.659136464,0.159256735,0.548293272,-0.771555982,0.388563879,0.003638055,7.0579853651527
372,327636,9750463,2.521484375,6.263447265,2.190486071,0.627082177,0.136811913,0.491493203,-0.834951448,0.321545734,0.00830319,6.20838036626242
373,327661,9750463,4.270019531,8.06452873,3.186391716,0.665315004,0.151100668,0.563792788,-0.771476085,0.360374097,0.002694377,6.74925334248467
374,327633,9750463,2.391601563,5.827115452,2.257163095,0.626649262,0.13187819,0.499024874,-0.819487231,0.305939358,0.009197049,6.0216238963764
375,327665,9750463,4.467529297,8.604341113,3.132485385,0.653508583,0.137118965,0.557888674,-0.778838766,0.321863727,0.00299468,6.22000322137436
376,327696,9750463,1.726806641,5.031201227,2.577862115,0.656386944,0.154070779,0.526627057,-0.813647622,0.37025676,0.006619681,6.86168110657471
377,327699,9750463,3.637939453,7.296064325,2.719594699,0.671872209,0.158445789,0.535249383,-0.79628351,0.380803521,0.005244197,7.02728858460216
378,327639,9750463,3.326904297,6.923551473,2.885788339,0.648297557,0.144176243,0.532845831,-0.773146967,0.342348996,0.003900813,6.48714272764259
379,327667,9750463,3.198730469,7.336932201,2.602331197,0.644546228,0.129880938,0.534129747,-0.816398196,0.302247515,0.006951632,5.94602181393424
380,327671,9750463,3.243408203,7.071812067,2.597027527,0.667894964,0.165171454,0.526500968,-0.801457987,0.402756448,0.005621278,7.28187552696514
381,327644,9750462,2.896972656,6.511968443,2.375957733,0.638434995,0.140057038,0.500683985,-0.812600305,0.328858041,0.007232957,6.33121824940642
382,327674,9750462,1.057373047,3.942221888,2.156679897,0.605073096,0.117080576,0.512726113,-0.847381932,0.268351887,0.011453669,5.46148905431578
383,327677,9750461,1.633300781,4.726834551,2.724894016,0.614257242,0.113324062,0.532534728,-0.817989652,0.258208977,0.006932518,5.31929353711358
384,327702,9750462,4.104003906,8.016400867,3.320071303,0.661528776,0.138516433,0.57500881,-0.770158474,0.326008539,0.002115921,6.27290164928745
386,327648,9750462,3.245605469,7.00321825,3.02575654,0.619382297,0.11276351,0.533424579,-0.784486073,0.256595851,0.003177729,5.29807493349364
387,327679,9750461,2.090332031,5.584994562,2.230311011,0.653416316,0.148301707,0.503381827,-0.830566642,0.354854413,0.008353067,6.64330412812694
388,327682,9750461,1.872314453,5.267019793,2.746181829,0.651041813,0.12466918,0.531849858,-0.811541322,0.288646799,0.004213829,5.74874087092625
389,327650,9750461,2.662841797,6.356060018,2.45622147,0.631518082,0.13085973,0.503691838,-0.81803615,0.306817575,0.006562865,5.98307207773557
390,327708,9750461,2.426513672,6.414462733,2.64854698,0.662794537,0.147928529,0.540247781,-0.819863108,0.352708908,0.006063282,6.62917820214384
391,327711,9750461,2.712646484,6.463803881,2.642713816,0.653462268,0.131937513,0.533017642,-0.817594716,0.309429556,0.006208279,6.02386945293948
392,327628,9750460,2.046142578,5.222774738,2.389823994,0.625080526,0.109880703,0.500781358,-0.820407178,0.250616176,0.007633141,5.18895189219548
393,327657,9750460,4.414306641,8.500809599,2.985281722,0.637475912,0.124556273,0.549639207,-0.780888714,0.287317042,0.004593149,5.74446699646159
394,327660,9750460,1.411621094,4.454259691,1.784721718,0.61926082,0.152200286,0.446867711,-0.850862443,0.363059772,0.009705463,6.79087723906401
395,327631,9750460,1.985839844,5.260306919,2.526063498,0.648984308,0.154369083,0.510468869,-0.805690672,0.370499372,0.005815541,6.87297282319376
396,327685,9750460,3.381103516,7.356596819,2.892696685,0.654767457,0.144506069,0.548900145,-0.792912047,0.341304467,0.005131101,6.49962764814515
397,327688,9750460,1.709716797,5.037263403,2.238903559,0.638264856,0.157504591,0.502427629,-0.832651301,0.380254325,0.008418695,6.99166136841191
398,327694,9750459,1.143066406,3.995384089,1.905960449,0.610030824,0.125323996,0.45853802,-0.852375167,0.289403413,0.009894838,5.77352765457521
399,327663,9750460,2.954833984,6.885659459,2.356956529,0.640480261,0.137653196,0.50661963,-0.825436521,0.323960938,0.007651329,6.24022549483067
400,327666,9750459,3.253662109,6.663987485,3.089885294,0.61911445,0.112393584,0.552696028,-0.777722635,0.255709805,0.004226299,5.28407210563341
401,327638,9750459,1.605224609,4.860012197,2.4446486,0.626841483,0.111969996,0.497388593,-0.830194411,0.255566408,0.005049967,5.26803800733359
403,327643,9750458,1.659667969,5.04434548,2.492139732,0.646135633,0.137407377,0.533514838,-0.823737446,0.321469138,0.008020996,6.23092049560981
404,327669,9750459,2.341796875,5.91881513,2.399954452,0.648485002,0.130043037,0.524305732,-0.828719184,0.301504983,0.008360315,5.95215775569912
405,327697,9750459,1.817138672,5.122228139,2.09741801,0.616522664,0.118420404,0.477213808,-0.844709975,0.271413165,0.00903681,5.51220563235116
406,327641,9750459,2.983398438,7.022171853,2.737167757,0.641097182,0.133121012,0.535480352,-0.798452483,0.312161507,0.006120033,6.06866850131606
407,327672,9750458,3.639160156,7.701417463,2.537803329,0.659184654,0.148826654,0.524632162,-0.803530581,0.354245379,0.006863422,6.66317497385485
408,327675,9750458,2.42578125,5.784458407,3.009225998,0.677469668,0.16441521,0.570447886,-0.780748656,0.398039135,0.004723561,7.25324938402755
409,327678,9750458,2.209228516,5.406334801,2.761372676,0.624117194,0.123413309,0.522535747,-0.798708526,0.284326468,0.00502209,5.70120232152001
410,327708,9750458,1.819091797,5.105126903,2.774116241,0.657462942,0.143211165,0.536374961,-0.806226523,0.339949931,0.005193606,6.45061158058698
411,327647,9750458,3.673583984,7.379007372,3.062890221,0.625306349,0.114486607,0.539271894,-0.775837146,0.261758256,0.003342479,5.36329941265293
412,327650,9750458,2.584716797,6.586111483,2.086167813,0.612461466,0.11951781,0.479834144,-0.847945767,0.278572854,0.009203582,5.55374579798099
413,327705,9750458,4.064453125,8.167242815,2.452924602,0.691394506,0.190052603,0.52340866,-0.802370602,0.477835529,0.006756772,8.2237029368031
414,327680,9750457,3.035400391,6.706182342,3.114715125,0.654967122,0.101511218,0.566045873,-0.790658112,0.227979716,0.002744457,4.8721413470222
415,327683,9750457,2.144287109,5.621853979,2.250538244,0.634493711,0.137389061,0.504263815,-0.829955509,0.32272544,0.009083549,6.23022717912195
416,327711,9750457,3.213867188,6.750793484,2.86475714,0.629463899,0.106400837,0.543130545,-0.804629357,0.241562116,0.005429266,5.05722834593308
417,327656,9750457,2.162597656,5.734229466,2.041914467,0.628790168,0.139712777,0.481917231,-0.84113951,0.330164134,0.009797439,6.31818692010815
418,327686,9750457,3.184326172,6.91936293,2.801143342,0.663084188,0.15426531,0.543095778,-0.793656717,0.370332654,0.005051785,6.86904469849979
419,327689,9750456,2.785888672,6.845878986,3.043952972,0.665633292,0.147188943,0.564044626,-0.796433075,0.349078468,0.003514233,6.60118261533503
420,327659,9750456,1.977539063,5.354711546,2.108736583,0.625879052,0.147228798,0.48809154,-0.833853164,0.351712471,0.009759188,6.60269124869513
421,327630,9750456,1.658691406,5.022555687,1.809951446,0.601336869,0.112293478,0.446353593,-0.859924515,0.254427536,0.010200607,5.28028278807862
422,327662,9750456,3.175048828,7.122994812,2.675154184,0.652778372,0.140822482,0.531114055,-0.806460741,0.332849043,0.005906231,6.36019264041609
423,327665,9750456,2.096679688,5.816288986,2.258764188,0.643572182,0.132296221,0.503133971,-0.834601012,0.308487478,0.008115946,6.03744764527007
424,327692,9750456,2.823730469,6.806094896,2.463724963,0.658496977,0.147619616,0.519336989,-0.821104026,0.350483044,0.006696831,6.61748490250341
425,327634,9750456,3.872314453,7.622224651,2.748969869,0.646439523,0.144724023,0.51841843,-0.781943589,0.345951819,0.004501412,6.50787787209115
426,327636,9750455,1.835205078,5.414095125,2.118597951,0.614863728,0.120453804,0.49685481,-0.842310597,0.277505488,0.01040479,5.5891760268922
427,327639,9750455,2.414550781,7.12200898,2.294612001,0.606397932,0.113457905,0.514997058,-0.843829241,0.257066082,0.009853915,5.32435990306054
428,327698,9750455,1.830078125,5.109225873,2.289561545,0.633539533,0.131428855,0.494917569,-0.835390999,0.306489979,0.007527227,6.00461519556441
429,327668,9750455,3.159667969,7.16754506,2.559021454,0.640628795,0.101632768,0.532490647,-0.825306237,0.228454883,0.007131926,4.87674238540936
430,327701,9750454,1.617675781,4.968199255,2.036256742,0.625945338,0.125733628,0.480086024,-0.844576296,0.29001709,0.009875656,5.7890334756909
431,327695,9750454,1.443847656,4.437035016,2.752214879,0.649793363,0.123741808,0.53727101,-0.819958724,0.28450747,0.005323697,5.71363701102347
432,327672,9750455,2.957519531,6.710108112,2.425642744,0.647782731,0.136773608,0.516217371,-0.820803394,0.322904408,0.007749697,6.20693040513185
433,327675,9750455,4.708984375,8.212571145,3.343280642,0.657290342,0.139642568,0.571779206,-0.754065463,0.328154993,0.00190082,6.31552929522848
434,327648,9750454,1.114990234,3.908093507,2.904691432,0.638226403,0.128190504,0.556951984,-0.819238664,0.296186853,0.004978446,5.88203372899001
435,327645,9750454,1.331298828,4.45643388,2.983824985,0.674889706,0.162301701,0.569210345,-0.806944189,0.392122278,0.004538845,7.17324661939883
436,327677,9750454,3.846191406,8.11719416,3.350356845,0.661019709,0.14175795,0.583742836,-0.783610936,0.334088325,0.002814625,6.39560295862231
437,327708,9750453,1.516357422,4.794799866,2.125314746,0.642753803,0.141743665,0.489452178,-0.845552735,0.333825891,0.008297603,6.39506222778429
438,327704,9750454,3.034667969,6.878476918,2.390075977,0.667978599,0.16375802,0.508734267,-0.806770649,0.396163938,0.007349085,7.22837273723478
439,327710,9750453,1.599121094,4.740192155,2.244239645,0.588793872,0.090386061,0.468015054,-0.841782206,0.20180077,0.007287979,4.45102020822951
440,327683,9750453,3.56640625,7.647333598,2.757438594,0.655322325,0.136644588,0.550994853,-0.801426216,0.319430814,0.006405056,6.20204660445137
441,327655,9750453,1.057128906,3.858119004,2.149244978,0.624754387,0.125350371,0.487017639,-0.851368205,0.289307452,0.007843195,5.77452602880361
442,327651,9750453,3.260986328,6.955842988,3.253031906,0.647952497,0.135042205,0.563123586,-0.779012881,0.316136208,0.002264621,6.14139151852836
443,327680,9750453,3.743896484,7.568333949,2.359267824,0.634513208,0.144540453,0.5001786,-0.810224615,0.345217905,0.007906426,6.50092918746151
444,327713,9750453,2.649658203,6.409292601,2.589826282,0.624251333,0.103694581,0.520650279,-0.825567476,0.234700092,0.006766566,4.95478829869738
445,327692,9750452,2.359130859,5.816641556,3.758633364,0.682319162,0.131713023,0.598724706,-0.758309534,0.30607726,-0.002911028,6.01537182145009
446,327689,9750453,2.410400391,6.286117521,2.629592884,0.655366186,0.142773135,0.527366165,-0.805884409,0.338661113,0.005974502,6.43403080852009
447,327663,9750452,3.889404297,9.116320323,2.589645113,0.650269217,0.133110733,0.525341786,-0.81607225,0.315335477,0.005912489,6.0682794098016
448,327695,9750452,2.546386719,6.096165383,2.974195663,0.65228167,0.1322998,0.552601581,-0.781702846,0.307742298,0.00466702,6.03758312134072
450,327628,9750452,4.398193359,8.525668238,3.261808531,0.634019896,0.119505522,0.558317884,-0.769342247,0.275428271,0.002968518,5.55328065968645
451,327631,9750452,5.172119141,8.863757385,3.168446806,0.669986263,0.157096155,0.557210846,-0.741447522,0.377173702,0.002138572,6.9762008195456
452,327698,9750452,1.476318359,4.67766089,2.428834224,0.623980918,0.107924858,0.526684209,-0.838669251,0.243899253,0.0088493,5.11491719104906
453,327666,9750452,2.7890625,6.645698723,2.418104139,0.648785654,0.151542172,0.525848079,-0.816241207,0.362488555,0.008574778,6.76596561605182
454,327634,9750452,4.785400391,9.596689749,2.892122952,0.651964257,0.143963797,0.541374492,-0.777776355,0.340542856,0.004150159,6.47910099830323
455,327672,9750451,1.101074219,3.91704975,2.819065974,0.65890115,0.113353339,0.566831731,-0.813511903,0.257214713,0.007090576,5.32040176089688
456,327637,9750451,2.888671875,6.951511449,2.356686591,0.639940472,0.140196843,0.519933607,-0.819511149,0.328186378,0.009186676,6.33651029524531
457,327701,9750451,3.228271484,7.154062102,2.284977336,0.64395044,0.137457197,0.484964848,-0.82233928,0.32387842,0.006804619,6.23280633462625
458,327640,9750451,1.918701172,5.254798116,1.848543598,0.632349254,0.154288782,0.468490147,-0.841659457,0.367560078,0.011069801,6.86993318532023
459,327704,9750451,2.295410156,5.663527797,2.762502861,0.639335427,0.119282956,0.526603351,-0.807993396,0.273914853,0.004748625,5.54485585746779
460,327643,9750450,1.728515625,4.93474027,2.069305538,0.609933597,0.135312159,0.471812184,-0.836693674,0.320968511,0.009296043,6.15161010114266
461,327707,9750450,2.217773438,5.555675532,2.51327758,0.651686357,0.136038328,0.501138172,-0.808533331,0.320189492,0.005043477,6.179097813562
462,327652,9750450,1.647460938,4.846406921,2.481493142,0.648665514,0.143811832,0.527666372,-0.822214156,0.341767568,0.007597036,6.47334865936036
463,327646,9750450,1.549560547,4.827827525,2.225306185,0.63150058,0.132617398,0.500579658,-0.835461891,0.310235892,0.009078259,6.04960517473182
465,327710,9750450,2.287841797,5.588043912,2.684545549,0.644552544,0.118500006,0.518519763,-0.80845537,0.272899886,0.004907116,5.51521881094182
466,327678,9750450,3.763671875,7.645694362,3.110770956,0.65124219,0.143265361,0.549022589,-0.76993369,0.33852286,0.002007654,6.45266306455597
467,327713,9750450,2.267333984,5.680365399,2.539770704,0.638748329,0.114075987,0.49683789,-0.817097712,0.260662341,0.004637521,5.34775619272254
468,327686,9750449,2.576416016,6.267577601,2.994454545,0.659412039,0.11998514,0.565565364,-0.794405478,0.27536006,0.004505327,5.57143566445137
469,327680,9750450,4.323974609,7.971229738,3.156773345,0.684986183,0.170960247,0.566628017,-0.748766686,0.418747128,0.003471182,7.50099900543786
470,327684,9750449,3.181396484,7.102666086,2.613560256,0.672443766,0.175098861,0.528106619,-0.794882864,0.433850313,0.00584045,7.65765817354699
471,327689,9750449,1.078125,3.911142822,1.55462058,0.583711985,0.122335871,0.415341725,-0.871386083,0.281633333,0.011060778,5.6604180056188
472,327655,9750449,3.177246094,6.951569337,2.491284237,0.650060171,0.153261497,0.506140383,-0.799421693,0.37022808,0.006541959,6.83104731350155
473,327658,9750449,3.790527344,7.706155629,2.822816633,0.642198084,0.141621542,0.517042343,-0.776922936,0.3355745,0.003540344,6.39043949959873
474,327693,9750448,1.356689453,4.488641892,2.04967712,0.5969879,0.094177198,0.485087842,-0.855841392,0.210305522,0.010761585,4.59452631162734
475,327660,9750448,2.782958984,6.791624125,2.420746286,0.667357685,0.18071297,0.508939747,-0.805110147,0.450239248,0.006472098,7.87016932960405
476,327628,9750448,3.108154297,6.834869272,2.414198143,0.639393344,0.144290272,0.4988447,-0.800463042,0.345403213,0.007349184,6.49145907323083
477,327663,9750448,3.598632813,7.3753212,2.80971137,0.663330247,0.156548251,0.529624417,-0.765130618,0.377228886,0.004211863,6.95546098131868
478,327696,9750448,1.798095703,5.024273102,2.022291747,0.629677936,0.139079319,0.467805528,-0.840767359,0.325971932,0.008750837,6.29420860192915
479,327698,9750448,2.475830078,6.156615449,2.082398048,0.66136444,0.157779064,0.483537443,-0.830859211,0.37912892,0.008564627,7.00205100896511
480,327666,9750447,3.110107422,6.850865264,2.742964753,0.639440259,0.134554173,0.545361899,-0.789054113,0.313255034,0.00727085,6.12291801818968
481,327701,9750447,2.460449219,6.380831355,2.529313001,0.65552998,0.142286982,0.516418426,-0.811057402,0.334810325,0.006239035,6.41562843406484
482,327631,9750448,4.993408203,9.112869934,3.209398609,0.676996516,0.159198523,0.558643251,-0.743740379,0.384416755,0.001875473,7.05578186332964
483,327669,9750447,4.424804688,8.398115197,3.090332421,0.654543555,0.129532269,0.568464125,-0.769258174,0.300752874,0.004375603,5.93282362838579
484,327634,9750447,5.880126953,9.37493771,3.510128267,0.673947207,0.155407529,0.572207869,-0.722304175,0.374591307,-2.92e-05,6.91228117291814
485,327705,9750447,1.912597656,5.367760379,1.979294895,0.636384311,0.145752722,0.47642847,-0.838033609,0.344411165,0.010004514,6.54681726812438
486,327672,9750447,3.953369141,7.48082233,3.411591149,0.665214456,0.146621945,0.575770539,-0.748517879,0.349571547,0.002065709,6.57972001094633
487,327675,9750446,3.524658203,7.232506321,2.939633623,0.667346034,0.148577031,0.560524502,-0.780712943,0.354309234,0.004742818,6.6537259816268
488,327637,9750447,4.809570313,8.735856524,3.236851428,0.680439238,0.169440885,0.563157047,-0.738280419,0.414223408,0.001869945,7.44348651768795
489,327710,9750446,2.168945313,5.504031861,2.242250521,0.626807061,0.115697056,0.465544662,-0.826282377,0.267298581,0.006171064,5.40911860076241
490,327640,9750446,5.139160156,9.053258594,3.561600091,0.660740188,0.139338986,0.579987941,-0.729101988,0.327088719,-0.000291677,6.30403779020459
491,327643,9750446,3.943603516,7.872510665,3.048934092,0.637156597,0.121877635,0.537348506,-0.779886721,0.281206001,0.00226126,5.64307237479707
492,327682,9750446,2.367431641,6.023107226,2.039404227,0.628198876,0.138668433,0.473098699,-0.837205376,0.327362668,0.009106165,6.27865531308712
493,327713,9750446,1.463134766,4.580646176,2.108229218,0.605275082,0.093100127,0.469197236,-0.857465101,0.208041291,0.008162935,4.55375588779597
494,327679,9750446,3.679443359,7.561366867,2.956966282,0.653566719,0.133864815,0.541597996,-0.787454109,0.316232644,0.003393082,6.09682371444225
495,327684,9750446,3.655273438,7.454383358,2.872815923,0.656745817,0.14683728,0.534817266,-0.771043996,0.349044183,0.004173542,6.58787109775094
496,327649,9750446,2.677001953,6.286564589,2.833558459,0.650949844,0.107121636,0.542263738,-0.792399284,0.242283238,0.004356147,5.08451278746686
497,327646,9750446,4.664306641,8.615611129,2.988995617,0.666369787,0.150594937,0.542777825,-0.765998524,0.360002856,0.00318744,6.7301098809908
498,327688,9750445,1.979003906,5.387506827,2.094792231,0.624563666,0.124801716,0.482469826,-0.84186916,0.289200115,0.00919033,5.75375776293515
499,327629,9750445,2.57421875,6.123907626,2.452596324,0.638564883,0.110342892,0.497763953,-0.815148249,0.251889568,0.005627015,5.20644715612906
500,327655,9750445,2.353515625,5.880694769,2.423624564,0.64138963,0.125051407,0.521131786,-0.826721494,0.289127527,0.00756826,5.76320932917069
501,327652,9750445,4.941162109,8.612838395,3.314867008,0.661336888,0.144052205,0.56415374,-0.727894455,0.34187373,0.001801617,6.48244751086376
502,327691,9750445,2.832519531,6.641159455,2.527972966,0.669743229,0.161482362,0.508839932,-0.794241725,0.394501693,0.005564748,7.1422321381886
503,327661,9750444,2.967529297,6.803598334,2.515637097,0.660014828,0.157010457,0.522636989,-0.807136426,0.377339857,0.007234288,6.97295688875413
504,327658,9750444,3.489257813,7.073626137,2.60397778,0.67137519,0.16688867,0.516646088,-0.769277215,0.408664085,0.005557427,7.34687739232965
505,327632,9750444,4.561767578,8.596482377,3.276416121,0.665507141,0.114596378,0.559095535,-0.738726142,0.26221599,-0.000441112,5.36745457994867
506,327696,9750444,3.441894531,7.848539624,2.66578304,0.678654981,0.17133843,0.538209343,-0.801768487,0.418566151,0.005637987,7.51531438594279
507,327693,9750444,5.445556641,8.855046688,2.889819463,0.687011241,0.168584715,0.548954774,-0.757724024,0.410298182,0.004941647,7.4110778707448
508,327699,9750444,2.283935547,6.123798866,1.884483817,0.636739162,0.151732272,0.45878485,-0.842637621,0.362618851,0.009404097,6.77316148110653
509,327638,9750443,1.767578125,4.909087293,2.141685642,0.640428572,0.148233802,0.478006095,-0.815289117,0.35245039,0.008079529,6.64073371667749
510,327635,9750444,4.310546875,8.138398822,2.77162579,0.656613575,0.152159149,0.523253803,-0.771014611,0.363951415,0.00424227,6.78932007809212
511,327664,9750444,5.470703125,9.006938455,3.480360544,0.670790028,0.149880295,0.564267112,-0.710482686,0.35806385,-0.000488045,6.70305850069395
512,327667,9750443,2.851074219,6.718335725,2.577716301,0.657646231,0.153483371,0.529966162,-0.79684799,0.366233694,0.006762851,6.8394459214087
513,327702,9750443,2.707519531,6.497210224,2.463770457,0.639791738,0.118229468,0.519106308,-0.826062329,0.270993265,0.007827849,5.50497812214554
514,327643,9750443,2.826660156,6.459389978,2.497459666,0.65510126,0.149082599,0.512971114,-0.795094017,0.355004408,0.006452236,6.67286327307331
515,327708,9750443,2.927490234,6.648498041,2.748533634,0.633610057,0.111852992,0.520673961,-0.799130965,0.25489965,0.004875245,5.2636090489177
516,327641,9750443,3.97265625,7.621180196,3.06444929,0.645312953,0.129621718,0.541772395,-0.747277753,0.300339343,0.003014745,5.93620954597274
517,327670,9750443,3.897460938,7.814249694,2.979763943,0.676217781,0.164705736,0.548581672,-0.763877499,0.399421725,0.00382872,7.26424667961348
518,327705,9750443,1.875,5.563020011,1.787054224,0.637606126,0.150252898,0.455130648,-0.852588797,0.356465626,0.010081123,6.71716266117255
519,327673,9750442,2.771240234,6.474664756,2.17035586,0.629013607,0.140805015,0.501772888,-0.825986758,0.33207252,0.010288051,6.3595314611688
521,327675,9750443,5.168701172,9.647500418,3.263068848,0.668557444,0.132562306,0.555231762,-0.757889017,0.308936646,-0.00027403,6.04751977442885
522,327647,9750443,4.357666016,7.973146013,3.307706118,0.662228493,0.142685368,0.558905887,-0.721686195,0.336022133,0.00059677,6.43070855976545
523,327681,9750442,1.290039063,4.17521298,2.067675196,0.608479122,0.103136476,0.477028147,-0.842852295,0.23121668,0.009696376,4.93366232149401
524,327650,9750442,3.414550781,7.315313989,2.504045378,0.65635766,0.151791726,0.515052491,-0.800707934,0.364235668,0.006379952,6.77541199641933
525,327687,9750441,1.295166016,4.231052467,2.00265712,0.636877666,0.142283335,0.474417933,-0.841806053,0.338638857,0.009378998,6.4154903839867
526,327684,9750441,1.911621094,5.111797805,2.26057275,0.64952323,0.133010837,0.487431863,-0.811547086,0.313623686,0.007633546,6.06449804138758
527,327678,9750442,4.142578125,7.655351615,3.007596708,0.666328185,0.124611327,0.550285778,-0.768829838,0.288011237,0.002449156,5.74655095834861
528,327655,9750441,2.252685547,5.609157643,2.720351306,0.637646107,0.1247082,0.542370869,-0.802669693,0.288643489,0.007439073,5.75021789698851
529,327654,9750441,1.020263672,3.641239552,2.874390308,0.664729371,0.16069526,0.554320091,-0.805180186,0.384960753,0.004626143,7.11243792579358
530,327652,9750442,5.423828125,9.19721176,3.188052107,0.66367436,0.149379352,0.557098727,-0.739394283,0.35605646,0.002423763,6.68409627960977
531,327690,9750441,1.348144531,4.20353819,2.36762124,0.644259794,0.12974156,0.501813799,-0.817697961,0.302122014,0.007688596,5.94074593134826
532,327662,9750441,3.770507813,7.731962918,2.451053446,0.665664246,0.158496413,0.515879111,-0.801005355,0.380019866,0.007386097,7.02920485747186
533,327629,9750441,2.319824219,5.686834616,2.574646652,0.628795257,0.130365006,0.489937362,-0.786371303,0.304569661,0.00397231,5.96434526477751
534,327658,9750441,3.257324219,7.188132601,2.097897927,0.648903848,0.15171398,0.479368124,-0.823424283,0.363577002,0.008904486,6.7724690730919
535,327632,9750440,3.142333984,7.203976247,1.996263423,0.63177784,0.146949084,0.461873557,-0.829910109,0.350801991,0.008794424,6.59210322030001
536,327693,9750440,2.4296875,5.942104069,2.179741203,0.618892478,0.103361575,0.475913712,-0.826251825,0.233111797,0.008840065,4.94218300549165
537,327664,9750440,4.783447266,8.545976409,3.101847608,0.673445184,0.153230925,0.558478221,-0.7423392,0.366792129,0.003666564,6.82989007001679
538,327696,9750440,2.813964844,6.504202176,2.481269403,0.645815278,0.131686192,0.489524411,-0.805625966,0.308543308,0.004875812,6.0143561862303
539,327635,9750440,3.742675781,7.55072001,2.802549161,0.641459191,0.134281734,0.522567998,-0.762583467,0.315462658,0.00524252,6.11260537074286
540,327667,9750440,3.773681641,7.529255249,2.887989545,0.683028704,0.173724503,0.535575415,-0.747429601,0.429833897,0.003215728,7.60563452964975
541,327699,9750440,4.132568359,7.732833296,3.368208376,0.672611698,0.141686136,0.57342134,-0.753879221,0.334322219,0.00140142,6.39288457959528
542,327638,9750440,4.516113281,8.398446437,3.302363415,0.624895055,0.115841615,0.554361484,-0.752309769,0.266185019,0.001770879,5.41459060000725
543,327670,9750439,3.976806641,7.584829702,3.116353814,0.690549658,0.173548268,0.559782427,-0.742593508,0.428385104,0.002545107,7.5989634971515
544,327702,9750439,1.186523438,4.14527396,1.923054406,0.617945664,0.115010021,0.452592046,-0.855580345,0.261813657,0.008963178,5.38311222965318
545,327641,9750439,4.552490234,8.068332177,3.222513233,0.672571091,0.161139073,0.545390843,-0.715789421,0.390988286,0.0005942,7.12923760205622
546,327676,9750439,2.827148438,6.461757407,2.372944305,0.673236808,0.180087078,0.495840228,-0.795551312,0.454577278,0.006189262,7.84647740761128
547,327673,9750439,2.994140625,6.530536942,2.709110546,0.659847263,0.134990151,0.53114927,-0.792857751,0.316980986,0.005100154,6.13942111579528
548,327644,9750439,2.930175781,6.926746259,2.093050621,0.651614039,0.162655131,0.477661389,-0.815997827,0.395306676,0.008730282,7.18662502332459
549,327705,9750439,4.116943359,7.667752391,2.928160472,0.682858643,0.157251124,0.545690815,-0.764154111,0.378566988,0.003887151,6.98206686905461
550,327679,9750438,2.126953125,5.490935805,2.498020236,0.640246679,0.106161896,0.518413668,-0.806850464,0.238803321,0.007653471,5.04818369999916
551,327647,9750439,3.241699219,6.883008814,2.38864712,0.640425842,0.134540655,0.496758236,-0.802001158,0.315852756,0.006975858,6.12240632064203
552,327682,9750438,2.188720703,5.584627982,2.530515862,0.645170249,0.102049251,0.512539441,-0.813967592,0.231054748,0.006130399,4.8925075377796
553,327685,9750438,1.179199219,3.959720652,2.115397096,0.630778049,0.116948425,0.471360874,-0.842672211,0.266941655,0.007389603,5.45648673573164
554,327653,9750438,4.030761719,7.821332744,2.979029396,0.666149886,0.148126489,0.548091682,-0.74683915,0.351337488,0.003596417,6.63667159218188
